,elevation,flight,iteration,band,accuracy,image_processing
1089,100,post-sunrise,3,LWIR,0.057,No
1090,150,post-sunrise,3,LWIR,0.0,No
1091,200,post-sunrise,3,LWIR,0.576,No
1092,250,post-sunrise,3,LWIR,0.0,No
1093,300,post-sunrise,3,LWIR,0.0,No
1094,350,post-sunrise,3,LWIR,0.0,No
1095,400,post-sunrise,3,LWIR,0.0,No
1096,50,noon,3,LWIR,0.422,No
1097,100,noon,3,LWIR,0.276,No
1098,150,noon,3,LWIR,0.288,No
1099,200,noon,3,LWIR,0.769,No
1100,250,noon,3,LWIR,0.34,No
1101,300,noon,3,LWIR,0.275,No
1102,350,noon,3,LWIR,0.049,No
1103,400,noon,3,LWIR,0.474,No
1104,50,pre-sunset,3,LWIR,0.871,No
1105,100,pre-sunset,3,LWIR,0.815,No
1106,150,pre-sunset,3,LWIR,0.746,No
1107,200,pre-sunset,3,LWIR,0.814,No
1108,250,pre-sunset,3,LWIR,0.299,No
1109,300,pre-sunset,3,LWIR,0.283,No
1110,350,pre-sunset,3,LWIR,0.32,No
1111,400,pre-sunset,3,LWIR,0.204,No
1112,50,post-sunset,3,LWIR,0.752,No
1113,100,post-sunset,3,LWIR,0.862,No
1114,150,post-sunset,3,LWIR,0.805,No
1115,200,post-sunset,3,LWIR,0.417,No
1116,250,post-sunset,3,LWIR,0.955,No
1117,300,post-sunset,3,LWIR,0.272,No
1118,350,post-sunset,3,LWIR,0.231,No
1119,400,post-sunset,3,LWIR,0.231,No
1120,50,pre-sunrise,4,LWIR,0.0,No
1121,100,pre-sunrise,4,LWIR,0.0,No
1122,150,pre-sunrise,4,LWIR,0.338,No
1123,200,pre-sunrise,4,LWIR,0.431,No
1124,250,pre-sunrise,4,LWIR,0.0,No
1125,300,pre-sunrise,4,LWIR,0.0,No
1126,350,pre-sunrise,4,LWIR,0.0,No
1127,400,pre-sunrise,4,LWIR,0.0,No
1128,50,post-sunrise,4,LWIR,0.0,No
1129,100,post-sunrise,4,LWIR,0.338,No
1130,150,post-sunrise,4,LWIR,0.338,No
1131,200,post-sunrise,4,LWIR,0.0,No
1132,250,post-sunrise,4,LWIR,0.252,No
1133,300,post-sunrise,4,LWIR,0.146,No
1134,350,post-sunrise,4,LWIR,0.205,No
1135,400,post-sunrise,4,LWIR,0.0,No
1136,50,noon,4,LWIR,0.422,No
1137,100,noon,4,LWIR,0.469,No
1138,150,noon,4,LWIR,0.449,No
1139,200,noon,4,LWIR,0.388,No
1140,250,noon,4,LWIR,0.299,No
1141,300,noon,4,LWIR,0.214,No
1142,350,noon,4,LWIR,0.221,No
1143,400,noon,4,LWIR,0.474,No
1144,50,pre-sunset,4,LWIR,0.903,No
1145,100,pre-sunset,4,LWIR,0.833,No
1146,150,pre-sunset,4,LWIR,0.798,No
1147,200,pre-sunset,4,LWIR,0.731,No
1148,250,pre-sunset,4,LWIR,0.548,No
1149,300,pre-sunset,4,LWIR,0.396,No
1150,350,pre-sunset,4,LWIR,0.277,No
1151,400,pre-sunset,4,LWIR,0.229,No
1152,50,post-sunset,4,LWIR,0.752,No
1153,100,post-sunset,4,LWIR,0.838,No
1154,150,post-sunset,4,LWIR,0.632,No
1155,200,post-sunset,4,LWIR,0.417,No
1156,250,post-sunset,4,LWIR,0.775,No
1157,300,post-sunset,4,LWIR,0.252,No
1158,350,post-sunset,4,LWIR,0.739,No
1159,400,post-sunset,4,LWIR,0.338,No
1160,50,pre-sunrise,5,LWIR,0.0,No
1161,100,pre-sunrise,5,LWIR,0.505,No
1162,150,pre-sunrise,5,LWIR,0.058,No
1163,200,pre-sunrise,5,LWIR,0.0,No
1164,250,pre-sunrise,5,LWIR,0.0,No
1165,300,pre-sunrise,5,LWIR,0.0,No
1166,350,pre-sunrise,5,LWIR,0.057,No
1167,400,pre-sunrise,5,LWIR,0.0,No
1168,50,post-sunrise,5,LWIR,0.0,No
1169,100,post-sunrise,5,LWIR,0.338,No
1170,150,post-sunrise,5,LWIR,0.0,No
1171,200,post-sunrise,5,LWIR,0.252,No
1172,250,post-sunrise,5,LWIR,0.0,No
1173,300,post-sunrise,5,LWIR,0.291,No
1174,350,post-sunrise,5,LWIR,0.0,No
1175,400,post-sunrise,5,LWIR,0.0,No
1176,50,noon,5,LWIR,0.672,No
1177,100,noon,5,LWIR,0.838,No
1178,150,noon,5,LWIR,0.628,No
1179,200,noon,5,LWIR,0.409,No
1180,250,noon,5,LWIR,0.299,No
1181,300,noon,5,LWIR,0.386,No
1182,350,noon,5,LWIR,0.282,No
1183,400,noon,5,LWIR,0.022,No
1184,50,pre-sunset,5,LWIR,0.804,No
1185,100,pre-sunset,5,LWIR,0.833,No
1186,150,pre-sunset,5,LWIR,0.805,No
1187,200,pre-sunset,5,LWIR,0.778,No
1188,250,pre-sunset,5,LWIR,0.645,No
1189,300,pre-sunset,5,LWIR,0.49,No
1190,350,pre-sunset,5,LWIR,0.439,No
1191,400,pre-sunset,5,LWIR,0.291,No
1192,50,post-sunset,5,LWIR,1.0,No
1193,100,post-sunset,5,LWIR,0.947,No
1194,150,post-sunset,5,LWIR,0.491,No
1195,200,post-sunset,5,LWIR,0.343,No
1196,250,post-sunset,5,LWIR,0.523,No
1197,300,post-sunset,5,LWIR,0.252,No
1198,350,post-sunset,5,LWIR,0.538,No
1199,400,post-sunset,5,LWIR,0.181,No
